id	publicationid	ethnicity	population	populationinfo	subjecttype	subjectcount	version
7587175	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41422	1
7587176	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41454	1
7587177	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41430	1
7587178	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41458	1
7587179	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41428	1
7587180	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41434	1
7587181	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41450	1
7587182	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41448	1
7587183	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41446	1
7587184	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41452	1
7587185	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41446	1
7587186	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41466	1
7587187	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41446	1
7587188	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41426	1
7587189	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41418	1
7587190	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41418	1
7587191	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41402	1
7587192	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41404	1
7587193	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41436	1
7587194	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41430	1
7587195	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41448	1
7587196	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41436	1
7587197	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41446	1
7587198	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41450	1
7587199	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41310	1
7587200	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41430	1
7587201	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41416	1
7587202	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41390	1
7587203	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41458	1
7587204	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41446	1
7587205	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41346	1
7587206	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41408	1
7587207	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41454	1
7587208	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41446	1
7587209	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41346	1
7587210	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41440	1
7587211	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41440	1
7587212	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41420	1
7587213	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41378	1
7587214	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41410	1
7587215	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41376	1
7587216	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41450	1
7587217	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41452	1
7587218	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41434	1
7587219	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	40722	1
7587220	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	40428	1
7587221	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41442	1
7587222	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41420	1
7587223	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41356	1
7587224	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41432	1
7587225	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41428	1
7587226	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41430	1
7587227	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41424	1
7587228	\N	Sub-Saharan African	African/African American	gnomAD v3.1.2 AFR	\N	41420	1
7587229	117537	African American/Afro-Caribbean	African American	\N	African Americans	38	1
7587230	117539	American	South/Central American	\N	\N	64	1
7587231	117541	Central/South Asian	Indian	\N	\N	35	1
7587232	117543	Central/South Asian	Indian	\N	\N	93	1
7587233	117546	Central/South Asian	Indian	\N	\N	96	1
7587234	117539	Central/South Asian	South/Central Asian	\N	\N	192	1
7587235	\N	Central/South Asian	South Asian	from http://gnomad.broadinstitute.org, accessed 09/22/2021	\N	15291	1
7587236	\N	Central/South Asian	South Asian	from http://gnomad.broadinstitute.org, accessed 09/22/2022	\N	15299	1
7587237	\N	Central/South Asian	South Asian	from http://gnomad.broadinstitute.org, accessed 09/22/2023	\N	15285	1
7587238	\N	Central/South Asian	South Asian	from http://gnomad.broadinstitute.org, accessed 09/22/2024	\N	15297	1
7587239	\N	Central/South Asian	South Asian	from http://gnomad.broadinstitute.org, accessed 09/22/2025	\N	15265	1
7587240	117548	East Asian	Japanese	\N	\N	267	1
7587241	117550	East Asian	Japanese	\N	\N	120	1
7587242	117552	East Asian	Korean	\N	\N	24	1
7587243	117541	East Asian	Chinese	\N	\N	35	1
7587244	117541	East Asian	Malays	\N	\N	35	1
7587245	117543	East Asian	Chinese	\N	\N	94	1
7587246	117543	East Asian	Malays	\N	\N	97	1
7587247	117566	East Asian	Japanese	\N	\N	177	1
7587248	117559	East Asian	Chinese	\N	\N	111	1
7587249	117555	East Asian	Korean	\N	\N	200	1
7587250	117557	East Asian	Korean	\N	\N	81	1
7587251	117546	East Asian	Chinese	\N	\N	96	1
7587252	117546	East Asian	Malays	\N	\N	96	1
7587253	117561	East Asian	Chinese	\N	\N	106	1
7587254	117561	East Asian	Korean	\N	\N	469	1
7587255	117561	East Asian	Vietanamese	\N	\N	104	1
7587256	117568	East Asian	Japanese	\N	\N	80	1
7587257	117539	East Asian	East asian	\N	\N	239	1
7587258	117571	East Asian	Chinese	\N	\N	32	1
7587259	1045981	East Asian	Thai	\N	\N	1205	1
7587260	\N	East Asian	East Asian	from http://gnomad.broadinstitute.org, accessed 09/21/2021	\N	9185	1
7587261	\N	East Asian	East Asian	from http://gnomad.broadinstitute.org, accessed 09/21/2021	\N	9196	1
7587262	\N	East Asian	East Asian	from http://gnomad.broadinstitute.org, accessed 09/21/2021	\N	9969	1
7587357	114925	East Asian	East Asian	\N	\N	8621	1
7587263	\N	East Asian	East Asian	from http://gnomad.broadinstitute.org, accessed 09/21/2021	\N	9161	1
7587264	\N	East Asian	East Asian	from http://gnomad.broadinstitute.org, accessed 09/21/2021	\N	9976	1
7587265	\N	East Asian	East Asian	from http://gnomad.broadinstitute.org, accessed 09/21/2021	\N	9187	1
7587266	\N	East Asian	East Asian	from http://gnomad.broadinstitute.org, accessed 09/21/2021	\N	9971	1
7587267	117541	European	Caucasian	\N	\N	36	1
7587268	117580	European	Finnish	\N	\N	468	1
7587269	117578	European	German	\N	\N	250	1
7587270	117537	European	American	\N	\N	69	1
7587271	117586	European	German	\N	\N	276	1
7587272	117586	European	Turkish	\N	\N	78	1
7587273	117539	European	European	\N	\N	151	1
7587274	117583	European	German	\N	\N	99	1
7587275	117593	European	Canadian	\N	\N	41	1
7587276	117591	European	Dutch	\N	\N	1885	1
7587277	117589	European	French	\N	\N	185	1
7587278	117595	European	German	\N	\N	236	1
7587279	\N	European	Non-Finnish	from http://gnomad.broadinstitute.org, accessed 09/22/2021	\N	56674	1
7587280	\N	European	Non-Finnish	from http://gnomad.broadinstitute.org, accessed 09/22/2022	\N	56746	1
7587281	\N	European	Non-Finnish	from http://gnomad.broadinstitute.org, accessed 09/22/2023	\N	64188	1
7587282	\N	European	Non-Finnish	from http://gnomad.broadinstitute.org, accessed 09/22/2024	\N	56607	1
7587283	\N	European	Non-Finnish	from http://gnomad.broadinstitute.org, accessed 09/22/2025	\N	64290	1
7587284	\N	European	Non-Finnish	from http://gnomad.broadinstitute.org, accessed 09/22/2026	\N	64274	1
7587285	\N	European	Non-Finnish	from http://gnomad.broadinstitute.org, accessed 09/22/2026	\N	56565	1
7587286	\N	European	Non-Finnish	from http://gnomad.broadinstitute.org, accessed 09/22/2026	\N	64165	1
7587287	117539	Near Eastern	Middle East & North Africa	\N	\N	162	1
7587288	117539	Oceanian	Oceanian	\N	\N	28	1
7587289	117586	Sub-Saharan African	Ugandan	\N	\N	109	1
7587290	117539	Sub-Saharan African	Sub-Saharan Africa	\N	\N	105	1
7587291	117595	Sub-Saharan African	Tanzanian	\N	\N	366	1
7587292	114883	African American/Afro-Caribbean	African American	African Ancestry in Southwest US	Healthy individuals	112	1
7587293	114885	African American/Afro-Caribbean	ESP6500:African_American	\N	\N	2203	1
7587294	114887	African American/Afro-Caribbean	African American	\N	Healthy individuals and pediatric ALL patients	248	1
7587295	114889	Central/South Asian	South Asian	\N	\N	15389	1
7587296	114891	Central/South Asian	South Asian	\N	\N	15390	1
7587297	114893	Central/South Asian	South Asian	\N	\N	15380	1
7587298	114895	Central/South Asian	South Asian	\N	\N	15391	1
7587299	114897	Central/South Asian	South Asian	\N	\N	15391	1
7587300	114899	Central/South Asian	South Asian	\N	\N	15386	1
7587301	114901	Central/South Asian	South Asian	\N	\N	15271	1
7587302	114903	Central/South Asian	South Asian	\N	\N	15381	1
7587303	114905	Central/South Asian	South Asian	\N	\N	15391	1
7587304	114907	Central/South Asian	South Asian	\N	\N	15391	1
7587305	114909	Central/South Asian	South Asian	\N	\N	15390	1
7587306	114911	Central/South Asian	South Asian	\N	\N	15349	1
7587307	114913	Central/South Asian	South Asian	\N	\N	15384	1
7587308	114915	Central/South Asian	South Asian	\N	\N	15381	1
7587309	114917	Central/South Asian	South Asian	\N	\N	15391	1
7587310	114919	Central/South Asian	South Asian	\N	\N	15391	1
7587311	114921	Central/South Asian	South Asian	\N	\N	15391	1
7587312	114923	Central/South Asian	South Asian	\N	\N	15391	1
7587313	114925	Central/South Asian	South Asian	\N	\N	15387	1
7587314	114927	Central/South Asian	South Asian	\N	\N	15355	1
7587315	114929	Central/South Asian	South Asian	\N	\N	15389	1
7587316	114931	Central/South Asian	South Asian	\N	\N	15391	1
7587317	114933	Central/South Asian	South Asian	\N	\N	15386	1
7587318	114935	Central/South Asian	South Asian	\N	\N	15390	1
7587319	114937	Central/South Asian	South Asian	\N	\N	15391	1
7587320	114939	Central/South Asian	Indian, Pakistani, Sri Lankan and Nepali	\N	Healthy individuals	99	1
7587321	114941	Central/South Asian	Indian	\N	Gastrointestinal disease patients	126	1
7587322	114943	Central/South Asian	Indian	\N	ALL patients	98	1
7587323	114945	Central/South Asian	Indian	\N	Healthy individuals	225	1
7587324	114947	Central/South Asian	Indian	\N	Healthy individuals	120	1
7587325	114949	Central/South Asian	Indian	\N	Pediatric ALL patients	71	1
7587326	114951	Central/South Asian	Indian	Singaporean	Healthy individuals and pediatric ALL patients	200	1
7587327	114953	Central/South Asian	Indian	Singaporean	Healthy individuals	163	1
7587328	114955	Central/South Asian	"Asian"	from Britain	Pediatric ALL patients	164	1
7587329	114957	Central/South Asian	Indian	\N	Pediatric ALL patients	72	1
7587330	114959	Central/South Asian	Indian	Singaporean	Healthy individuals	94	1
7587331	114961	Central/South Asian	Indian and Pakistani	British	Gastroenterology patients	85	1
7587332	114963	Central/South Asian	Indian	Southern Indian	Healthy individuals	326	1
7587333	114965	Central/South Asian	Indian	Tamilian	Healthy individuals	112	1
7587334	114965	Central/South Asian	Indian	Kannadiga	Healthy individuals	161	1
7587335	114965	Central/South Asian	Indian	Andhrite	Healthy individuals	158	1
7587336	114965	Central/South Asian	Indian	Keralite	Healthy individuals	177	1
7587337	114889	East Asian	East Asian	\N	\N	9429	1
7587338	114891	East Asian	East Asian	\N	\N	9433	1
7587339	114893	East Asian	East Asian	\N	\N	9434	1
7587340	114895	East Asian	East Asian	\N	\N	8624	1
7587341	114897	East Asian	East Asian	\N	\N	9435	1
7587342	114899	East Asian	East Asian	\N	\N	9427	1
7587343	114901	East Asian	East Asian	\N	\N	9417	1
7587344	114977	East Asian	Japanese (JPT)	\N	\N	44	1
7587345	114977	East Asian	Han Chinese (HCB)	\N	\N	42	1
7587346	114903	East Asian	East Asian	\N	\N	9432	1
7587347	114905	East Asian	East Asian	\N	\N	8624	1
7587348	114907	East Asian	East Asian	\N	\N	8624	1
7587349	114909	East Asian	East Asian	\N	\N	9433	1
7587350	114911	East Asian	East Asian	\N	\N	9431	1
7587351	114913	East Asian	East Asian	\N	\N	9435	1
7587352	114915	East Asian	East Asian	\N	\N	9434	1
7587353	114917	East Asian	East Asian	\N	\N	8624	1
7587354	114919	East Asian	East Asian	\N	\N	8624	1
7587355	114921	East Asian	East Asian	\N	\N	8624	1
7587356	114923	East Asian	East Asian	\N	\N	8624	1
7587362	114935	East Asian	East Asian	\N	\N	9433	1
7587363	114937	East Asian	East Asian	\N	\N	9434	1
7587364	114998	East Asian	Japanese	\N	Pediatric ALL patients	71	1
7587365	115000	East Asian	Japanese	\N	Healthy individuals and inflammatory bowel disease patients	111	1
7587366	115002	East Asian	Japanese	\N	Healthy individuals and inflammatory bowel disease patients	279	1
7587367	115004	East Asian	Chinese	Han Chinese	Healthy individuals and inflammatory bowel disease patients	462	1
7587368	115006	East Asian	Taiwanese	\N	Healthy individuals	249	1
7587369	115006	East Asian	Thai	\N	Healthy individuals	100	1
7587370	115009	East Asian	Chinese	Han Chinese	Lupus patients	126	1
7587371	114939	East Asian	Chinese	Han Chinese	Healthy individuals	192	1
7587372	115012	East Asian	Japanese	\N	Healthy individuals	192	1
7587373	115014	East Asian	Japanese	\N	Healthy individuals	192	1
7587374	115016	East Asian	Thai	\N	Pediatric ALL patients	75	1
7587375	115018	East Asian	Korean	\N	Lupus patients	342	1
7587376	115020	East Asian	Korean	\N	Inflammatory bowel disease patients	204	1
7587377	114951	East Asian	Chinese	Singaporean	Healthy individuals and pediatric ALL patients	271	1
7587378	114953	East Asian	Chinese	Singaporean	Healthy individuals	153	1
7587379	115024	East Asian	Korean	\N	Inflammatory bowel disease patients	286	1
7587380	115026	East Asian	Korean	\N	Pediatric ALL patients	100	1
7587381	115028	East Asian	Korean	\N	Hospital patients	900	1
7587382	115030	East Asian	Japanese	\N	Healthy individuals	151	1
7587383	115032	East Asian	Japanese	\N	Healthy individuals	157	1
7587384	115034	East Asian	Japanese	\N	Rheumatic disease patients and healthy individuals	507	1
7587385	115036	East Asian	Korean	\N	Healthy individuals	400	1
7587386	115036	East Asian	Vietnamese	Viet Kinh	Healthy individuals	159	1
7587387	115039	East Asian	Korean	\N	Pediatric inflammatory bowel disease patients	137	1
7587388	115041	East Asian	Korean	\N	Dermatology patients	123	1
7587389	114955	East Asian	Asian	in Britain	Pediatric ALL patients	8	1
7587390	115044	East Asian	Tibetan	\N	Healthy individuals	50	1
7587391	115046	East Asian	Taiwanese	Han Taiwanese	Healthy individuals	117	1
7587392	115046	East Asian	Taiwanese	Taiwan aborigines	Healthy individuals	409	1
7587393	114959	East Asian	Chinese	Singaporean	Healthy individuals	166	1
7587394	115050	East Asian	Japanese	\N	Healthy individuals and lupus patients	242	1
7587395	115052	East Asian	Japanese	\N	Healthy individuals and inflammatory bowel disease patients	279	1
7587396	115054	East Asian	Chinese	Han Chinese	Healthy individuals and renal transplant recipients	332	1
7587397	115056	East Asian	Thai	Northeastern Thai	Healthy individuals	200	1
7587398	115058	East Asian	Japanese	\N	Inflammatory bowel disease patients	147	1
7587399	115060	East Asian	Japanese	\N	Liver disease patients	236	1
7587400	115062	East Asian	Japanese	\N	Inflammatory bowel disease patients	16	1
7587401	115064	East Asian	Thai	\N	Renal transplant recipients	139	1
7587402	115066	East Asian	Chinese	\N	Renal transplant recipients	150	1
7587403	115068	East Asian	Chinese	\N	Renal transplant recipients	155	1
7587404	115070	East Asian	Chinese	Uygur Chinese	Healthy individuals	160	1
7587405	115072	East Asian	Chinese	Han Chinese	Healthy individuals	87	1
7587406	115072	East Asian	Chinese	Yao Chinese	Healthy individuals	126	1
7587407	115075	East Asian	Chinese	Han Chinese	Healthy individuals	312	1
7587408	115075	East Asian	Chinese	Jing Chinese	Healthy individuals	103	1
7587409	115075	East Asian	Chinese	Yao Chinese	Healthy individuals	126	1
7587410	115075	East Asian	Chinese	Uygur Chinese	Healthy individuals	160	1
7587411	115080	East Asian	Chinese	Han Chinese	Renal failure patients and healthy individuals	278	1
7587412	115006	East Asian	Filipino	\N	Healthy individuals	100	1
7587413	115006	East Asian	Indonesian	\N	Healthy individuals	100	1
7587414	114951	East Asian	Malay	Singaporean	Healthy individuals and pediatric ALL patients	217	1
7587415	114953	East Asian	Malay	Singaporean	Healthy individuals	163	1
7587416	114959	East Asian	Malay	Singaporean	Healthy individuals	104	1
7587417	114889	European	Finnish	\N	\N	12687	1
7587418	114889	European	non-Finnish	\N	\N	63320	1
7587419	114891	European	Finnish	\N	\N	12897	1
7587420	114891	European	non-Finnish	\N	\N	63331	1
7587421	114893	European	Finnish	\N	\N	12582	1
7587422	114893	European	non-Finnish	\N	\N	63275	1
7587423	114895	European	Finnish	\N	\N	11150	1
7587424	114895	European	non-Finnish	\N	\N	55828	1
7587425	114897	European	Finnish	\N	\N	12897	1
7587426	114897	European	non-Finnish	\N	\N	63342	1
7587427	114899	European	Finnish	\N	\N	12883	1
7587428	114899	European	non-Finnish	\N	\N	63270	1
7587429	114901	European	Finnish	\N	\N	12867	1
7587430	114901	European	non-Finnish	\N	\N	63178	1
7587431	114977	European	Utah European descent (CEU)	\N	\N	57	1
7587432	114903	European	Finnish	\N	\N	12888	1
7587433	114903	European	non-Finnish	\N	\N	63327	1
7587434	114905	European	Finnish	\N	\N	11148	1
7587435	114905	European	non-Finnish	\N	\N	55828	1
7587436	114907	European	Finnish	\N	\N	11150	1
7587437	114907	European	non-Finnish	\N	\N	55815	1
7587438	114909	European	Finnish	\N	\N	12845	1
7587439	114909	European	non-Finnish	\N	\N	63228	1
7587440	114911	European	Finnish	\N	\N	12894	1
7587441	114911	European	non-Finnish	\N	\N	63271	1
7587442	114913	European	Finnish	\N	\N	12889	1
7587443	114913	European	non-Finnish	\N	\N	63325	1
7587444	114915	European	Finnish	\N	\N	12619	1
7587445	114915	European	non-Finnish	\N	\N	63281	1
7587446	115116	European	European American	\N	\N	4253	1
7587447	114917	European	Finnish	\N	\N	11147	1
7587448	114917	European	non-Finnish	\N	\N	55849	1
7587449	114919	European	Finnish	\N	\N	11139	1
7587450	114919	European	non-Finnish	\N	\N	55834	1
7587451	114921	European	Finnish	\N	\N	11149	1
7587452	114921	European	non-Finnish	\N	\N	55842	1
7587453	114923	European	Finnish	\N	\N	11149	1
7587454	114923	European	non-Finnish	\N	\N	55850	1
7587455	114925	European	Finnish	\N	\N	11138	1
7587456	114925	European	non-Finnish	\N	\N	55771	1
7587457	114927	European	Finnish	\N	\N	12895	1
7587458	114927	European	non-Finnish	\N	\N	63282	1
7587459	114929	European	Finnish	\N	\N	11127	1
7587460	114929	European	non-Finnish	\N	\N	55799	1
7587461	114931	European	Finnish	\N	\N	11150	1
7587462	114931	European	non-Finnish	\N	\N	55839	1
7587463	114933	European	Finnish	\N	\N	11149	1
7587464	114933	European	non-Finnish	\N	\N	55846	1
7587465	114935	European	Finnish	\N	\N	12879	1
7587466	114935	European	non-Finnish	\N	\N	63312	1
7587467	114937	European	Finnish	\N	\N	12895	1
7587468	114937	European	non-Finnish	\N	\N	63335	1
7587469	115140	European	Portuguese	Northern Portuguese	Healthy individuals	310	1
7587470	115142	European	Portuguese	\N	Healthy individuals	143	1
7587471	115144	European	British	\N	Healthy individuals	199	1
7587472	115146	European	Spanish	\N	Solid organ transplant donors and recipients	569	1
7587473	115148	European	Slovakian	\N	Healthy individuals and pediatric inflammatory bowel disease patients	395	1
7587474	115150	European	Polish	\N	Hemodialysis patients	87	1
7587475	115152	European	Polish	\N	Pediatric ALL patients and healthy individuals	98	1
7587476	114939	European	British	\N	Healthy individuals	199	1
7587477	115155	European	Spanish	\N	Healthy individuals and ulcerative colitis patients	169	1
7587478	115155	European	Dutch	\N	Healthy individuals and ulcerative colitis patients	190	1
7587479	115158	European	Spanish	\N	Rheumatoid arthritis patients	111	1
7587480	115160	European	Greek	Cretan	Healthy individuals and inflammatory bowel disease patients	342	1
7587481	115162	European	Slovakian	\N	Inflammatory bowel disease patients	330	1
7587482	115164	European	Italian	Sicilian	Patients with inflammatory bowel disease, autoimmune or hematologic diseases	184	1
7587483	115166	European	Serbian and Montenegrin	\N	Healthy individuals and pediatric ALL patients	200	1
7587484	115168	European	French	\N	Healthy individuals	468	1
7587485	115170	European	Greek	\N	Pediatric inflammatory bowel disease patients	97	1
7587486	115172	European	Swedish	\N	Healthy individuals	800	1
7587487	115174	European	South African	White	Healthy individuals and neurology patients	85	1
7587488	115176	European	Swedish	Blekinge County	Inflammatory bowel disease patients	55	1
7587489	114887	European	American	\N	Healthy individuals	282	1
7587490	115179	European	Polish	\N	Healthy individuals	358	1
7587491	115181	European	Polish	\N	Renal transplant recipients	180	1
7587492	115183	European	Polish	\N	Renal transplant recipients	157	1
7587493	115185	European	Italian	\N	Inflammatory bowel disease patients	51	1
7587494	114955	European	British	White	Pediatric ALL patients	1965	1
7587495	114955	European	British	Mediterranean	Pediatric ALL patients	16	1
7587496	115189	European	Norwegian	Saami	Cardiology patients	194	1
7587497	115189	European	Norwegian	White	Cardiology patients	66	1
