id	guidelineid	drugid	implications	drugrecommendation	classification	phenotypes	activityscore	allelestatus	lookupkey	population	comments	version	dosinginformation	alternatedrugavailable	otherprescribingguidance
7590004	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.0"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "0.0"}	PHT use >3mos	n/a	1	f	f	f
7590005	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "n/a"}	No recommendation	n/a	{"CYP2C9": "Indeterminate"}	{"CYP2C9": "n/a"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "n/a"}	PHT use >3mos	n/a	1	f	f	f
7590006	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "Normal phenytoin metabolism"}	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	Optional	{"CYP2C9": "Normal Metabolizer"}	{"CYP2C9": "2.0"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "2.0"}	PHT use >3mos	Previous tolerance of phenytoin is not indicative of tolerance to other aromatic anticonvulsants.	1	f	f	f
7590007	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "Slightly reduced phenytoin metabolism; however, this does not appear to translate into increased side effects."}	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	Optional	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.5"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "1.5"}	PHT use >3mos	Previous tolerance of phenytoin is not indicative of tolerance to other aromatic anticonvulsants.	1	f	f	f
7590008	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	Optional	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.0"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "1.0"}	PHT use >3mos	Previous tolerance of phenytoin is not indicative of tolerance to other aromatic anticonvulsants.	1	f	f	f
7590009	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	Optional	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.5"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "0.5"}	PHT use >3mos	Previous tolerance of phenytoin is not indicative of tolerance to other aromatic anticonvulsants.	1	f	f	f
7590010	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	Optional	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.0"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "0.0"}	PHT use >3mos	Previous tolerance of phenytoin is not indicative of tolerance to other aromatic anticonvulsants.	1	f	f	f
7590245	2405438	RxNorm:10638	{"G6PD": "Unknown risk of acute hemolytic anemia"}	To ascertain G6PD status, enzyme activity must be measured. Drug use should be guided per the recommendations based on the activity-based phenotype.	Moderate	{"G6PD": "Indeterminate"}	{}	{}	{"G6PD": "Indeterminate"}	general	Toluidine blue classification strength is based on extrapolation from methylene blue data	1	f	f	f
7590011	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "n/a"}	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	Optional	{"CYP2C9": "Indeterminate"}	{"CYP2C9": "n/a"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "n/a"}	PHT use >3mos	Previous tolerance of phenytoin is not indicative of tolerance to other aromatic anticonvulsants.	1	f	f	f
7590012	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Normal phenytoin metabolism"}	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Normal Metabolizer"}	{"CYP2C9": "2.0"}	{"HLA-B": "No HLA-B Result"}	{"HLA-B": "No Result", "CYP2C9": "2.0"}	PHT use >3mos	n/a	1	f	f	f
7590013	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Slightly reduced phenytoin metabolism; however, this does not appear to translate into increased side effects."}	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	Moderate	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.5"}	{"HLA-B": "No HLA-B Result"}	{"HLA-B": "No Result", "CYP2C9": "1.5"}	PHT use >3mos	n/a	1	f	f	f
7590014	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses, use approximately 25% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Moderate	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.0"}	{"HLA-B": "No HLA-B Result"}	{"HLA-B": "No Result", "CYP2C9": "1.0"}	PHT use >3mos	n/a	1	f	f	f
7590015	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.5"}	{"HLA-B": "No HLA-B Result"}	{"HLA-B": "No Result", "CYP2C9": "0.5"}	PHT use >3mos	n/a	1	f	f	f
7590016	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.0"}	{"HLA-B": "No HLA-B Result"}	{"HLA-B": "No Result", "CYP2C9": "0.0"}	PHT use >3mos	n/a	1	f	f	f
7590017	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "n/a"}	No recommendation	n/a	{"CYP2C9": "Indeterminate"}	{"CYP2C9": "n/a"}	{"HLA-B": "No HLA-B Result"}	{"HLA-B": "No Result", "CYP2C9": "n/a"}	PHT use >3mos	n/a	1	f	f	f
7590018	100412	RxNorm:8183	{"HLA-B": "n/a", "CYP2C9": "n/a"}	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "No Result"}	{"CYP2C9": "No Result"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "No Result"}	PHT use >3mos	n/a	1	f	f	f
7590019	100412	RxNorm:8183	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "n/a"}	If the patient has previously used phenytoin continuously for longer than three months without incidence of cutaneous adverse reactions, cautiously consider use of phenytoin in the future. The latency period for drug-induced SJS/TEN is short with continuous dosing and adherence to therapy (4-28 days), and cases usually occur within three months of dosing.	Optional	{"CYP2C9": "No Result"}	{"CYP2C9": "No Result"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "No Result"}	PHT use >3mos	Previous tolerance of phenytoin is not indicative of tolerance to other aromatic anticonvulsants.	1	f	f	f
7590020	100412	RxNorm:72236	{"HLA-B": "n/a", "CYP2C9": "Normal phenytoin metabolism"}	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Normal Metabolizer"}	{"CYP2C9": "2.0"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "2.0"}	PHT naive	n/a	1	f	f	f
7590021	100412	RxNorm:72236	{"HLA-B": "n/a", "CYP2C9": "Slightly reduced phenytoin metabolism; however, this does not appear to translate into increased side effects."}	No adjustments needed from typical dosing strategies. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN and patients should be carefully monitored according to a usual standard.	Moderate	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.5"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "1.5"}	PHT naive	n/a	1	f	f	f
7590022	100412	RxNorm:72236	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses, use approximately 25% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Moderate	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.0"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "1.0"}	PHT naive	n/a	1	f	f	f
7590023	100412	RxNorm:72236	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.5"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "0.5"}	PHT naive	n/a	1	f	f	f
7590024	100412	RxNorm:72236	{"HLA-B": "n/a", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	For first dose, use typical initial or loading dose. For subsequent doses use approximately 50% less than typical maintenance dose. Subsequent doses should be adjusted according to therapeutic drug monitoring, response, and side effects. An HLA-B*15:02 negative test does not eliminate the risk of phenytoin-induced SJS/TEN, and patients should be carefully monitored according to a usual standard.	Strong	{"CYP2C9": "Poor Metabolizer"}	{"CYP2C9": "0.0"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "0.0"}	PHT naive	n/a	1	f	f	f
7590025	100412	RxNorm:72236	{"HLA-B": "n/a", "CYP2C9": "n/a"}	No recommendation	n/a	{"CYP2C9": "Indeterminate"}	{"CYP2C9": "n/a"}	{"HLA-B": "HLA-B*15:02 negative"}	{"HLA-B": "*15:02 negative", "CYP2C9": "n/a"}	PHT naive	n/a	1	f	f	f
7590026	100412	RxNorm:72236	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "Normal phenytoin metabolism"}	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	Strong	{"CYP2C9": "Normal Metabolizer"}	{"CYP2C9": "2.0"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "2.0"}	PHT naive	Other aromatic anticonvulsants, including eslicarbazepine, lamotrigine, and phenobarbital, have weaker evidence linking SJS/TEN with the HLA-B*15:02 allele; however, caution should still be used in choosing an alternative agent.	1	f	f	f
7590027	100412	RxNorm:72236	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "Slightly reduced phenytoin metabolism; however, this does not appear to translate into increased side effects."}	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	Strong	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.5"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "1.5"}	PHT naive	Other aromatic anticonvulsants, including eslicarbazepine, lamotrigine, and phenobarbital, have weaker evidence linking SJS/TEN with the HLA-B*15:02 allele; however, caution should still be used in choosing an alternative agent.	1	f	f	f
7590028	100412	RxNorm:72236	{"HLA-B": "Increased risk of phenytoin-induced SJS/TEN", "CYP2C9": "Reduced phenytoin metabolism; Higher plasma concentrations will increase probability of toxicities."}	If patient is phenytoin-naive, do not use phenytoin/fosphenytoin. Avoid carbamazepine and oxcarbazepine.	Strong	{"CYP2C9": "Intermediate Metabolizer"}	{"CYP2C9": "1.0"}	{"HLA-B": "HLA-B*15:02 positive"}	{"HLA-B": "*15:02 positive", "CYP2C9": "1.0"}	PHT naive	Other aromatic anticonvulsants, including eslicarbazepine, lamotrigine, and phenobarbital, have weaker evidence linking SJS/TEN with the HLA-B*15:02 allele; however, caution should still be used in choosing an alternative agent.	1	f	f	f
